Taxon,CopyNumber
Halomonas profundus,1
Staphylococcus ratti,1
Flavobacterium sp. F-29,1
Pseudomonas sp. FIT81,1
Streptomyces huasconensis,1
Listeria marthii,2
Staphylococcus sp. HL28,1
Massilia sp. DM-R-R2A-13,1
Streptomyces gobiensis,1
Pseudomonas sp. NIBR-H-19,1
Pseudomonas sp. 7-41,1
Streptomyces sp. HNM0561,1
Erwinia tracheiphila,4
Pseudomonas sivasensis,1
Arthrobacter sp. C1-1,1
Streptomyces sp. CRSS-Y-16,1
Streptomyces sp. R527F,1
Jeotgalibaca sp. MA1X17-3,1
Virgibacillus sp. NKC19-16,1
Pseudomonas sp. BC42,1
Flavobacterium jumunjinense,1
Streptomyces sp. AMCC400023,1
Haemophilus seminalis,1
Arthrobacter sp. FW305-BF8,1
Arthrobacter sp. FW305-123,1
Burkholderia aenigmatica,1
Paenarthrobacter nicotinovorans,2
Streptomyces deccanensis,1
Pseudomonas sp. ArH3a,1
Vagococcus sp. CY52-2,1
Ignatzschineria sp. HR5S32,1
Streptomyces sp. 3025,1
Streptomyces sp. 891-h,1
Streptomyces sp. HP-A2021,1
Streptomyces sp. CB09030,1
Pseudomonas palleroniana,2
Streptomyces sp. BJ20,1
Alysiella crassa,1
Caballeronia zhejiangensis,1
Dorea longicatena,1
Arthrobacter sp. zg-Y809,1
Flavobacterium sp. MMS21-Er5,1
Streptomyces sp. LRE541,1
Streptomyces sp. ST13-2-2,1
Streptomyces sp. HNA39,1
Faecalibacterium sp. I4179,1
Faecalibacterium sp. I4384,1
Faecalibacterium sp. I3389,1
Faecalibacterium sp. I3333,1
Faecalibacterium sp. I2392,1
Faecalibacterium sp. IP329,1
Faecalibacterium sp. IP118,1
Faecalibacterium sp. HTFF,1
Streptomyces durmitorensis,1
Staphylococcus edaphicus,1
Pseudomonas sp. BYT-5,1
Pseudomonas sp. BYT-1,1
Avibacterium sp. 20-132,1
Acinetobacter sp. AS23,1
Streptomyces sp. MRC013,1
Pseudomonas sp. Y39-6,1
Halomonas sp. R57-5,1
Ligilactobacillus acidipiscis,1
Pasteurella dagmatis,1
Staphylococcus piscifermentans,1
Haemophilus pittmaniae,1
Mammaliicoccus stepanovicii,1
Vibrio tapetis,1
Roseburia intestinalis,1
Avibacterium volantium,1
Actinobacillus lignieresii,1
Streptococcus vestibularis,1
Chryseobacterium gleum,1
Staphylococcus schweitzeri,1
Streptococcus urinalis,1
Streptococcus pseudoporcinus,3
Listeria grayi,1
Actinobacillus delphinicola,1
Streptococcus sp. NCTC 11567,1
Paraburkholderia dioscoreae,1
Chryseobacterium sp. JV274,1
Streptomyces sp. KY70,1
Streptomyces sp. KY75,1
Pseudomonas sp. PP3,1
Celerinatantimonas diazotrophica,1
Aggregatibacter sp. Marseille-P9115,1
Halomonas sp. TD01,1
Thermostaphylospora,1
Basfia,2
Haemophilus,9
Symbiobacterium,1
Actinobacillus,7
Desulforapulum,1
Azotobacter,3
Glaesserella,2
Streptosporangium,1
Lacrimispora,1
Acetoanaerobium,1
Gallibacterium,1
Gottschalkia,1
Amphibacillus,1
Bibersteinia,1
Mannheimia,8
Avibacterium,3
Lentibacillus,2
Paucibacter,1
Halotalea,1
Thalassotalea,4
Jeotgalibaca,6
Cognaticolwellia,1
Labilibaculum,1
Faecalibacterium,10
Liquorilactobacillus,3
Salicibibacter,4
Gallaecimonas,1
Staphylospora,1
Psychroserpens,1
Catenovulum,1
Otariodibacter,1
Amedibacterium,1
Rodentibacter,2
Caloranaerobacter,1
Frederiksenia,1
Pseudoarcobacter,1
Bisgaardia,1
Alysiella,2
Tepiditoga,1
Flocculibacter,1
Vallitalea,2
Ignatzschineria,1
Dorea,1
Celerinatantimonas,1
Symbiobacteriaceae,1
Heliobacteriaceae,2
Gottschalkiaceae,1
Marinifilaceae,1
Thermohalobacteraceae,1
Celerinatantimonadaceae,1
Piscirickettsia salmonis,80
Piscirickettsia,1
Fusobacterium,12
Acinetobacter junii,13
Erysipelothrix rhusiopathiae,11
Streptococcus salivarius,18
Pseudomonas synxantha,8
Colwelliaceae,4
Fusobacteriales,2
Fusobacteriia,1
Fusobacteria,1
Bacilli,2
Fructilactobacillus,3
Thermoactinomycetaceae,6
Streptomyces,268
Streptomyces hygroscopicus,5
Streptomyces albus,5
Vagococcus,10
Mammaliicoccus,4
Bacillus glycinifermentans,4
Latilactobacillus,3
Azospirillaceae,5
Pseudomonas parafulva,3
Bacillus mojavensis,3
Comamonas,13
Sutterella,3
Anaerocolumna,3
Sutterellaceae,1
Enterobacterales,8
Desulfitobacterium,4
Parabacteroides,5
Ligilactobacillus,7
Methylobacterium,17
Acinetobacter tandoii,2
Paraburkholderia phytofirmans,2
Pseudomonas sp. URMO17WK12:I11,2
Pseudomonas frederiksbergensis,4
Paraburkholderia aromaticivorans,2
Ruminiclostridium,2
Erwinia,14
Desulfosediminicola,2
Acinetobacter radioresistens,5
Streptomyces venezuelae,10
Morganellaceae,7
Streptococcus lutetiensis,6
Paraburkholderia terrae,3
Comamonas aquatica,3
Megasphaera,3
Pseudoalteromonadaceae,3
Pseudomonas putida,46
Acinetobacter,71
Virgibacillus,11
Yersinia pestis,56
Sporolactobacillus terrae,4
Phocaeicola,4
Sporolactobacillus,1
Skermanella,4
Sporolactobacillaceae,1
Lactobacillus johnsonii,17
Pseudomonas monteilii,9
Yersiniaceae,8
Pantoea,19
Streptomyces lydicus,5
Latilactobacillus sakei,21
Pectobacterium versatile,7
Streptococcus equinus,7
Janthinobacterium,11
Cobetia,7
Acinetobacter schindleri,8
Acinetobacter towneri,8
Acinetobacter lwoffii,10
Streptococcus agalactiae,92
Weissella,12
Streptomycetaceae,4
Streptomycetales,1
Proteus mirabilis,81
Acinetobacter johnsonii,19
Escherichia coli,2145
Serratia marcescens,114
Serratia,37
Salmonella enterica,1084
Pectobacterium,16
Acinetobacter sp.,1
Acinetobacter baylyi,6
Parabacteroides distasonis,14
Clostridium carboxidivorans,2
Alkalihalophilus pseudofirmus,1
Shigella flexneri,54
Ligilactobacillus salivarius,15
Alkalihalobacillus clausii,3
Sodalis glossinidius,2
Clostridium kluyveri,3
Oceanobacillus iheyensis,1
Pectobacterium atrosepticum,5
Shigella dysenteriae,12
Shigella boydii,11
Phocaeicola vulgatus,7
Yersinia pseudotuberculosis,24
Cronobacter sakazakii,15
Citrobacter koseri,12
Laribacter hongkongensis,3
Methylobacterium nodulans,1
Musicola paradisiaca,1
Dickeya chrysanthemi,1
Pectobacterium carotovorum,12
Pectobacterium parmentieri,15
Dickeya parazeae,1
Pantoea ananatis,13
Desulfotalea psychrophila,1
Pseudomonas entomophila,4
Erwinia tasmaniensis,1
Escherichia fergusonii,51
Citrobacter rodentium,2
Erwinia amylovora,20
Xenorhabdus bovienii,2
Erwinia pyrifoliae,2
Shigella sonnei,8
Paraburkholderia atlantica,1
Salisediminibacterium selenitireducens,1
Comamonas thiooxydans,6
Dickeya dadantii,4
Ferrimonas balearica,1
Pantoea vagans,6
[Enterobacter] lignolyticus,2
Erwinia sp. Ejp617,1
Pantoea sp. At-9b,1
Serratia plymuthica,16
Rahnella aceris,3
Marinomonas mediterranea,1
Photorhabdus laumondii,4
Photorhabdus asymbiotica,1
Erwinia billingiae,2
Serratia sp. AS12,1
Serratia sp. AS13,1
Enterobacter soli,1
Oceanimonas sp. GK1,1
Salmonella bongori,12
Rahnella aquatilis,6
Providencia stuartii,13
Serratia inhibens,1
Kosakonia radicincitans,4
Selenomonas ruminantium,1
Halobacillus halophilus,2
Morganella morganii,47
Kosakonia sacchari,3
Pseudomonas sp. UW4,1
Serratia sp. FGI94,1
Streptomyces rimosus,4
Corynebacterium callunae,1
Streptomyces albidoflavus,4
Dickeya zeae,12
Streptomyces sp. Mg1,1
Serratia liquefaciens,7
Serratia sp. ATCC 39006,2
Pseudomonas sp. VLB120,1
Pseudomonas soli,1
Cronobacter malonaticus,2
Dickeya solani,11
Pseudomonas sp. FGI182,1
Escherichia albertii,22
Sodalis praecaptivus,1
Chania multitudinisentens,1
Yersinia similis,1
Peptoclostridium acidaminophilum,1
Streptomyces albulus,2
Serratia sp. FS14,1
Pseudomonas donghuensis,1
Alkalihalobacillus lehensis,1
Virgibacillus sp. SK37,1
Serratia sp. SCBI,1
Arthrobacter alpinus,3
Pluralibacter gergoviae,3
Cedecea neteri,4
Dickeya fangzhongdai,8
Pantoea rwandensis,1
Pectobacterium odoriferum,2
Yersinia ruckeri,16
Pantoea sp. PSNIH1,1
Pseudoalteromonas piratica,1
Streptomyces sp. 769,1
Serratia symbiotica,3
Streptomyces vietnamensis,1
Pseudomonas plecoglossicida,3
Cupriavidus basilensis,2
Yersinia frederiksenii,3
Yersinia aldovae,1
Yersinia rohdei,1
Yersinia intermedia,6
Yersinia kristensenii,2
Xenorhabdus nematophila,3
Xenorhabdus poinarii,1
Xenorhabdus doucetiae,1
Citrobacter amalonaticus,10
Pseudomonas sp. CCOS 191,1
Photorhabdus thracensis,1
Phytobacter ursingii,1
Pragia fontium,2
Yersinia aleksiciae,1
Thermoactinomyces vulgaris,2
Massilia sp. NR 4-1,1
Cronobacter universalis,1
Cronobacter muytjensii,1
Cronobacter dublinensis,1
Cronobacter condimenti,1
Acinetobacter sp. TTH0-4,2
Megasphaera elsdenii,3
Acinetobacter equi,1
Pedobacter sp. PACM 27299,1
Agarivorans gilvus,1
Streptomyces sp. FR-008,1
Staphylococcus equorum,8
Erwinia gerundensis,3
Aerococcus viridans,1
Anaerotignum propionicum,1
Alteromonas sp. Mac1,1
Serratia rubidaea,7
Acinetobacter sp. TGL-Y2,1
Fictibacillus phosphorivorans,1
Anoxybacillus amylolyticus,1
Phocaeicola dorei,9
Fictibacillus arsenicus,1
Acinetobacter sp. NCu2D-2,1
Chryseobacterium glaciei,1
Lelliottia amnigena,5
Pseudomonas sp. JY-Q,1
Kosakonia oryzae,2
Pseudomonas silesiensis,1
Staphylococcus sp. AntiMn-1,1
Salimicrobium jeotgali,1
Acinetobacter wuhouensis,2
Acinetobacter sp. WCHAc010034,1
Fructilactobacillus lindneri,2
Acinetobacter larvae,1
Streptomyces sampsonii,1
Acinetobacter defluvii,1
Pantoea agglomerans,14
Cobetia marina,1
Xenorhabdus hominickii,1
Salisediminibacterium beveridgei,1
Clostridium taeniosporum,1
Pectobacterium wasabiae,1
Flavobacterium crassostreae,1
Cupriavidus sp. USMAHM13,1
Cupriavidus sp. USMAA2-4,1
Cupriavidus malaysiensis,1
Paraburkholderia sprentiae,1
Enterobacter sp. SA187,1
Pectobacterium brasiliense,18
Massilia putida,1
Streptomyces sp. TN58,1
Sphingobacterium sp. B29,1
Acinetobacter soli,2
Kosakonia cowanii,3
Streptomyces sp. fd1-xmd,1
Streptomyces sp. 3211,1
Yersinia sp. FDAARGOS_228,1
'''Streptococcus sp. ''''group B''''''',1
Streptomyces sp. Sge12,1
Pantoea stewartii,2
Streptomyces sp. MOE7,1
Halobacillus mangrovi,1
Pantoea alhagi,2
Vibrio aphrogenes,1
Tatumella citrea,2
Acinetobacter sp. WCHAc010052,1
Acinetobacter sp. WCHA55,1
Acinetobacter chinensis,1
Streptomyces albireticuli,1
Sphingobacterium sp. G1-14,1
Virgibacillus phasianinus,1
Virgibacillus necropolis,1
Aeribacillus pallidus,2
Parabacteroides sp. CT06,1
Pectobacterium polaris,3
Gibbsiella quercinecans,1
Brenneria goodwinii,1
Pseudomonas mosselii,4
Streptomyces laurentii,1
Pseudomonas sp. LAB-08,1
Acinetobacter guillouiae,1
Providencia alcalifaciens,11
Proteus vulgaris,10
Acinetobacter sp. LoGeW2-3,1
Dickeya dianthicola,15
Massilia violaceinigra,2
Pseudomonas sp. HLS-6,1
Streptomyces lavendulae,2
Acinetobacter bereziniae,3
Providencia huaxiensis,1
Citrobacter freundii complex sp. CFNIH2,1
Escherichia marmotae,9
Paraburkholderia hospita,2
Streptomyces sp. SM17,1
Pseudomonas sp. PONIH3,1
Citrobacter sp. CFNIH10,1
Acinetobacter sp. ACNIH1,1
Acinetobacter sp. ACNIH2,1
Serratia sp. SSNIH1,1
Acinetobacter sp. SWBY1,1
Pseudomonas sp. SWI44,1
Pseudomonas sp. SWI36,1
Vitreoscilla sp. C1,1
Pseudomonas sp. XWY-1,1
Mixta gaviniae,1
Mixta calida,1
Acinetobacter indicus,21
Serratia sp. MYb239,1
Acinetobacter sp. MYb10,1
Staphylococcus kloosii,1
Fusobacterium varium,2
Fusobacterium ulcerans,3
Acinetobacter cumulans,1
Massilia armeniaca,1
Halomonas sp. SF2003,1
Yersinia massiliensis,2
Dickeya sp. Secpp 1600,1
Saccharobesus litoralis,1
Phytobacter sp. SCO41,1
Limnobaculum parvum,1
Azospirillum thermophilum,1
Massilia oculi,1
Streptomyces sp. NEAU-S7GS2,1
Massilia sp. YMA4,1
Streptomyces globosus,1
Pectobacterium aquaticum,1
Streptomyces olivoreticuli,1
Streptomyces koyangensis,2
Erwinia persicina,2
Staphylococcus sp. M0911,1
Lonsdalea britannica,1
Indioceanicola profundi,1
Clostridium fermenticellae,1
Pseudomonas sp. Leaf58,1
Serratia sp. 1D1416,1
Serratia sp. 3ACOL1,1
Pseudomonas sp. LTJR-52,1
Serratia sp. P2ACOL2,1
Serratia sp. LS-1,1
Streptomyces sp. ADI95-16,1
Klebsiella sp. P1CD1,1
Streptococcus sp. FDAARGOS_522,1
Streptococcus sp. FDAARGOS_521,1
Streptococcus sp. FDAARGOS_520,1
Serratia sp. FDAARGOS_506,1
Chryseobacterium sp. G0186,1
Chryseobacterium carnipullorum,2
Chryseobacterium sp. G0162,1
Chryseobacterium joostei,1
Chryseobacterium bernardetii,2
Kosakonia sp. CCTCC M2018092,1
Metakosakonia sp. MRY16-398,1
Scandinavium goeteborgense,1
Acinetobacter variabilis,4
Pseudomonas oryziphila,1
Streptomyces sp. W1SF4,1
Brevibacillus marinus,1
Acinetobacter ursingii,3
Streptomyces luteoverticillatus,1
Salmonella sp. SSDFZ54,1
Salmonella sp. SSDFZ69,1
Streptomyces sp. endophyte_N2,1
Proteus hauseri,1
Yersinia hibernica,1
Pseudomonas tructae,1
Jinshanibacter zhutongyuii,1
Periweissella cryptocerci,1
Parashewanella spongiae,1
Parashewanella tropica,1
Massilia plicata,1
Erwinia sp. QL-Z3,1
Serratia quinivorans,2
Arsenophonus nasoniae,1
Serratia nematodiphila,1
Vagococcus xieshaowenii,1
Pseudomonas sp. DG56-2,1
Desulfosediminicola flagellatus,1
Vagococcus zengguangii,1
Providencia heimbachae,2
Salinimonas lutimaris,1
Pantoea sp. SO10,1
Citrobacter sp. TBCP-5362,1
Brenneria rubrifaciens,1
Brenneria nigrifluens,1
Jejubacter calystegiae,1
Escherichia sp. E4742,1
Pseudomonas sp. KBS0802,1
Yersinia sp. KBS0713,1
Pseudomonas sp. MPC6,1
Pseudomonas sp. SWI7,1
Neokomagataea tanensis,1
Paenalkalicoccus suaedae,1
Bacillus sp. BD59S,1
Pseudomonas sp. BJP69,1
Pantoea dispersa,5
Dickeya poaceiphila,1
Pantoea sp. CCBC3-3-1,1
Atlantibacter hermannii,3
Streptomyces rochei,1
Thiospirochaeta perfilievii,1
Pseudomonas luteola,1
Streptomyces subrutilus,1
Streptomyces platensis,1
Streptomyces vinaceus,1
Empedobacter brevis,2
Pseudoalteromonas ruthenica,1
Enterobacter sp. E76,1
Cronobacter sp. JZ38,1
Kosakonia arachidis,1
Pseudoalteromonas sp. THAF3,1
Acinetobacter wanghuae,1
Cobetia sp. AM6,1
Pantoea eucalypti,1
Gracilibacillus salitolerans,1
Streptomyces sp. SUK 48,1
Serratia proteamaculans,1
Erwinia sp. J780,1
Proteus terrae,12
Streptococcus sp. CNU G3,1
Paraburkholderia acidiphila,1
Streptococcus sp. CNU 77-61,1
Serratia rhizosphaerae,1
Yersinia canariae,1
Colwellia sp. 20A7,1
Streptomyces sp. GF20,1
Streptomyces sp. GS7,1
Streptomyces sp. HF10,1
Pseudomonas sp. S04,1
Pseudomonas sp. S19,1
Pseudomonas sp. S34,1
Serratia sp. NGAS9,1
Mixta intestinalis,1
Mixta theicola,1
Proteus columbae,1
Cobetia pacifica,1
Pectobacterium parvum,2
Anaerocolumna sedimenticola,1
Chitinophaga agri,1
Serratia sp. HRI,1
Streptomyces sp. 604F,1
Providencia vermicola,1
Providencia sp. 1701011,1
Providencia sp. 1701091,1
Providencia sp. 1709051003,1
Proteus sp. ZN5,1
Sphingobacterium sp. DR205,1
Succinivibrio dextrinosolvens,2
Streptococcus sp. CNU G2,1
Acinetobacter shaoyimingii,1
Citrobacter sp. Y3,1
Yokenella regensburgei,1
Pectobacterium punjabense,1
Acinetobacter sp. NEB149,1
Escherichia sp. SCLE84,1
Pseudomonas umsongensis,1
Cohnella sp. MFER-1,1
Duganella sp. AF9R3,1
Duganella sp. GN2-R2,1
Phytobacter diazotrophicus,2
Pseudomonas sp. SK,1
Salmonella sp. SCFS4,1
Yersinia mollaretii,1
Pseudomonas sp. NY5710,1
Pseudomonas sp. 13159349,1
Acinetobacter sp. 10FS3-1,1
Acinetobacter sp. NEB 394,1
Streptomyces violascens,1
Streptomyces rectiverticillatus,1
Streptomyces sp. CB04723,1
Chitinibacter fontanus,1
Paraburkholderia sp. PGU19,1
Empedobacter falsenii,1
Citrobacter sp. RHB35-C17,1
Citrobacter sp. RHB25-C09,1
Citrobacter sp. RHB21-C05,1
Citrobacter sp. RHB21-C01,1
Citrobacter sp. RHB20-C16,1
Citrobacter sp. RHB20-C15,1
Pseudomonas migulae,1
Streptomyces sp. SCUT-3,1
Devosia sp. MC521,1
Paraburkholderia tropica,1
Streptomyces rutgersensis,1
Streptomyces sp. INR7,1
Ewingella americana,1
Pseudomonas promysalinigenes,1
Pseudomonas anuradhapurensis,1
Serratia ureilytica,8
Vagococcus carniphilus,1
Kosakonia sp. SMBL-WEM22,1
Pantoea sp. MT58,1
Empedobacter stercoris,1
Streptomyces xanthii,1
Pseudomonas asiatica,2
Streptomyces griseofuscus,1
Pseudomonas sp. CFA,1
Rouxiella badensis,1
Pseudomonas taiwanensis,1
Pectobacterium quasiaquaticum,2
Massilia sp. LPB0304,1
Kosakonia pseudosacchari,1
Citrobacter sp. BDA59-3,1
Pseudomonas shirazica,1
Acinetobacter piscicola,1
Acinetobacter sp. YH12138,1
Proteus sp. GOKU,1
Salmonella sp. SJTUF14178,1
Salmonella sp. SJTUF14170,1
Salmonella sp. SJTUF14154,1
Salmonella sp. SJTUF14152,1
Salmonella sp. SJTUF14146,1
Salmonella sp. SJTUF14076,1
Pantoea sp. SM3640,1
Serratia sp. CMO1,1
Pectobacterium aroidearum,2
Massilia antarctica,1
Streptomyces gardneri,1
Providencia sp. 2.29,1
Lonsdalea populi,1
Paraburkholderia ginsengisoli,1
Alicyclobacillus sp. SO9,1
Streptomyces murinus,1
Cobetia sp. cqz5-12,1
Acinetobacter sp. CS-2,1
Providencia sp. LLDRA6,1
Skermanella sp. TT6,1
Mammaliicoccus vitulinus,3
Sphingobacterium multivorum,4
Staphylococcus sp. 11-B-312,1
Skermanella mucosa,1
Pseudomonas sp. SK2,1
Staphylococcus pseudoxylosus,1
Skermanella rosea,1
Pseudomonas sp. RtIB026,1
Sodalis sp. dw_23,1
Phocaeicola coprophilus,1
Streptomyces noursei,1
Sphingobacterium siyangense,2
Leclercia pneumoniae,2
Shewanella avicenniae,1
Salmonella sp. SAL-020,1
Salmonella sp. SAL-045,1
Salmonella sp. SAL-007,1
Brenneria izadpanahii,1
Streptomyces nojiriensis,1
Cohnella sp. LGH,1
Xenorhabdus budapestensis,1
Lactobacillus taiwanensis,1
Streptomyces mobaraensis,3
Leptotrichia sp. oral taxon 221,1
Citrobacter sedlakii,1
Erwinia sp. E602,1
Shewanella yunxiaonensis,1
Pseudomonas sp. JS425,1
Acinetobacter bouvetii,1
Erwinia rhapontici,4
Salmonella sp. SJTUF15034,1
Salmonella sp. SJTUF14523,1
Shewanella dokdonensis,1
Acinetobacter sp. WY4,1
Pseudomonas sp. RC3H12,1
Paludibacterium yongneupense,1
Paludibacterium sp. B53371,1
Cobetia sp. 4B,1
Citrobacter farmeri,2
Photorhabdus akhurstii,1
Pantoea jilinensis,1
Pseudomonas maumuensis,1
Pseudomonas azerbaijanoriens,1
Comamonas fluminis,1
Tenacibaculum sp. AHE14PA,1
Paeniglutamicibacter sp. Y32M11,1
Providencia sp. R33,1
Escherichia sp. TC-EC600-tetX4,1
Escherichia sp. TM-G17TGC,1
Massilia sp. NP310,1
Paenibacillus sp. sptzw28,1
Pseudomonas sp. S07E 245,1
Pseudomonas sp. 2hn,1
Deefgea sp. D25,1
Deefgea sp. D13,1
Agarivorans albus,1
Agarivorans aestuarii,1
Acinetobacter sp. Tol 5,1
Streptomyces sp. BHT-5-2,1
Candidatus Symbiopectobacterium sp. SyEd1,1
Streptomyces decoyicus,1
Streptomyces angustmyceticus,1
Serratia sp. JSRIV006,1
Serratia sp. JSRIV004,1
Serratia sp. JSRIV002,1
Serratia sp. JSRIV001,1
Arthrobacter sp. StoSoilB5,1
Arthrobacter sp. NicSoilC5,1
Pantoea eucrina,1
Salmonella sp. A29-2,1
Megasphaera massiliensis,1
Pectobacterium colocasium,1
Salmonella sp. A7,1
Cobetia amphilecti,1
Salmonella sp. A39,1
Arsenophonus endosymbiont of Apis mellifera,1
Acinetobacter pseudolwoffii,1
Shewanella glacialimarina,1
Carnobacterium viridans,1
Streptomyces sp. WA1-19,1
Streptomyces sp. BH-MK-02,1
Vagococcus fluvialis,5
Proteus sp. NMG38-2,1
Pseudomonas sp. HN2-3,1
Blautia massiliensis,1
Pseudomonas sp. CIP-10,1
Streptomyces sp. Go 40/10,1
Rahnella victoriana,1
Chryseobacterium capnotolerans,1
Acinetobacter sp. SH20PTE14,1
Sphingobacterium sp. SRCM116780,1
Serratia entomophila,1
Streptomyces sp. A1-5,1
Photorhabdus luminescens,1
Shewanella sp. OM3-2,1
Pseudomonas juntendi,2
Bacillus sp. A116_S68,1
Streptomyces sp. NBU3104,1
Streptomyces sp. TYQ1024,1
Streptomyces inhibens,1
Pantoea sp. Z09,1
Pectobacterium sp. PL64,1
Massilia sp. MB5,1
Pseudomonas sp. LS.1a,1
Moellerella wisconsensis,5
Pantoea deleyi,1
[Pantoea] beijingensis,1
Streptomyces sp. MST-110588,1
Streptomyces sp. A10(2020),1
Pseudomonas sp. I3-I5,1
Acinetobacter sp. LUNF3,1
Acinetobacter sp. PK01,1
Acinetobacter sp. NyZ410,1
Vitreoscilla massiliensis,1
Vitreoscilla stercoraria,1
Halobacillus sp. SSBR10-3,1
Gracilibacillus sp. SSWR10-1,1
Gracilibacillus sp. SSPM10-3,1
Pseudomonas sp. A2,1
Acinetobacter portensis,1
Streptomyces sp. PLM4,1
Butyrivibrio fibrisolvens,1
Agarivorans sp. TSD2052,1
Pectobacterium sp. 21LCBS03,1
Agarivorans sp. B2Z047,1
Pseudomonas sp. PIA16,1
Streptomyces sp. RerS4,1
Mixta sp. X22927,1
Dickeya aquatica,1
Desulfovibrio piger,1
Serratia ficaria,1
Clostridium cochlearium,1
Enterococcus cecorum,1
Pseudomonas taetrolens,2
Leminorella richardii,2
Tatumella ptyseos,1
Vibrio paracholerae,1
Serratia odorifera,1
Providencia rustigianii,2
Cedecea lapagei,1
Paraprevotella xylaniphila,1
Sphingobacterium thalpophilum,1
Acinetobacter sp. Marseille-Q1620,1
Serratia sp. Tan611,1
Pseudomonas sp. Marseille-Q3773,1
Escherichia,8
Alkalihalophilus,1
Yersinia,17
Shigella,4
Salmonella,19
Cronobacter,7
Laribacter,1
